marketing_airline,marketing_airline_name,market,total_orders,void_orders,free_cancel_24h_orders,void_or_24h_orders
LH,LUFTHANSA,IN,231,205,7,212
LH,LUFTHANSA,IT,1296,1109,93,1202
LH,LUFTHANSA,JP,1762,1503,162,1665
LH,LUFTHANSA,KR,2200,1895,238,2133
LH,LUFTHANSA,KW,5,5,0,5
LH,LUFTHANSA,KZ,45,40,2,42
LH,LUFTHANSA,MX,68,61,5,66
LH,LUFTHANSA,MY,248,220,7,227
LH,LUFTHANSA,NL,694,593,41,634
LH,LUFTHANSA,NZ,12,10,1,11
LH,LUFTHANSA,OM,4,4,0,4
LH,LUFTHANSA,PH,122,110,3,113
LH,LUFTHANSA,PK,19,14,0,14
LH,LUFTHANSA,PL,170,142,4,146
LH,LUFTHANSA,PT,137,114,6,120
LH,LUFTHANSA,QA,9,3,1,4
LH,LUFTHANSA,RU,1305,1160,49,1209
LH,LUFTHANSA,SA,163,141,6,147
LH,LUFTHANSA,SE,67,60,6,66
LH,LUFTHANSA,SG,988,904,41,945
LH,LUFTHANSA,TH,625,557,31,588
LH,LUFTHANSA,TR,218,192,9,201
LH,LUFTHANSA,TW,522,486,9,495
LH,LUFTHANSA,UA,32,25,0,25
LH,LUFTHANSA,US,2127,1876,126,2002
LH,LUFTHANSA,VN,115,103,4,107
LX,SWISS,,13,0,0,0
LX,SWISS,AE,102,88,4,92
LX,SWISS,AR,4,4,0,4
LX,SWISS,AT,38,38,0,38
LX,SWISS,AU,180,168,7,175
LX,SWISS,AZ,2,2,0,2
LX,SWISS,BE,56,51,2,53
LX,SWISS,BH,1,0,0,0
LX,SWISS,BR,194,163,6,169
LX,SWISS,BY,4,4,0,4
LX,SWISS,CA,105,90,9,99
LX,SWISS,CH,764,696,22,718
LX,SWISS,CN,51,42,3,45
LX,SWISS,CO,20,20,0,20
LX,SWISS,CZ,1,1,0,1
LX,SWISS,DE,1315,1185,70,1255
LX,SWISS,DK,11,11,0,11
LX,SWISS,ES,552,490,22,512
LX,SWISS,FR,1058,854,137,991
LX,SWISS,GB,4250,3723,262,3985
LX,SWISS,GR,23,20,0,20
LX,SWISS,HK,2723,2533,35,2568
LX,SWISS,ID,60,58,0,58
LX,SWISS,IE,25,16,4,20
LX,SWISS,IL,11,9,0,9
LX,SWISS,IN,123,106,5,111
LX,SWISS,IT,387,317,30,347
LX,SWISS,JP,615,571,11,582
LX,SWISS,KR,685,654,11,665
LX,SWISS,KZ,2,1,0,1
LX,SWISS,MX,25,23,1,24
LX,SWISS,MY,151,140,2,142
LX,SWISS,NL,255,225,8,233
LX,SWISS,NZ,9,7,2,9
LX,SWISS,OM,6,4,0,4
LX,SWISS,PH,59,54,1,55
LX,SWISS,PK,16,16,0,16
LX,SWISS,PL,47,43,1,44
LX,SWISS,PT,28,26,0,26
LX,SWISS,QA,11,8,0,8
LX,SWISS,RU,364,320,6,326
LX,SWISS,SA,37,30,1,31
LX,SWISS,SE,10,9,0,9
LX,SWISS,SG,522,493,8,501
LX,SWISS,TH,462,438,5,443
LX,SWISS,TR,30,26,0,26
LX,SWISS,TW,225,208,3,211
LX,SWISS,UA,6,5,0,5
LX,SWISS,US,672,588,29,617
LX,SWISS,VN,29,29,0,29
MH,MALAYSIA AIRLINES,,250,0,0,0
MH,MALAYSIA AIRLINES,AE,761,411,0,411
MH,MALAYSIA AIRLINES,AR,15,11,0,11
MH,MALAYSIA AIRLINES,AT,65,31,0,31
MH,MALAYSIA AIRLINES,AU,20522,15508,7,15515
MH,MALAYSIA AIRLINES,AZ,3,1,0,1
MH,MALAYSIA AIRLINES,BE,203,74,0,74
MH,MALAYSIA AIRLINES,BH,11,7,0,7
MH,MALAYSIA AIRLINES,BR,83,38,0,38
MH,MALAYSIA AIRLINES,BY,40,16,0,16
MH,MALAYSIA AIRLINES,CA,803,412,6,418
MH,MALAYSIA AIRLINES,CH,131,55,0,55
MH,MALAYSIA AIRLINES,CN,617,518,0,518
MH,MALAYSIA AIRLINES,CO,8,6,0,6
MH,MALAYSIA AIRLINES,CZ,4,3,0,3
MH,MALAYSIA AIRLINES,DE,2549,2185,2,2187
MH,MALAYSIA AIRLINES,DK,57,17,0,17
MH,MALAYSIA AIRLINES,ES,911,800,2,802
MH,MALAYSIA AIRLINES,FI,41,6,0,6
MH,MALAYSIA AIRLINES,FR,6039,5264,5,5269
MH,MALAYSIA AIRLINES,GB,34475,23796,8,23804
MH,MALAYSIA AIRLINES,GR,21,10,0,10
MH,MALAYSIA AIRLINES,HK,19053,11344,8,11352
MH,MALAYSIA AIRLINES,ID,21649,14139,2,14141
MH,MALAYSIA AIRLINES,IE,158,63,0,63
MH,MALAYSIA AIRLINES,IL,6,4,0,4
MH,MALAYSIA AIRLINES,IN,6811,4954,0,4954
MH,MALAYSIA AIRLINES,IT,626,560,0,560
MH,MALAYSIA AIRLINES,JP,8592,5868,1,5869
MH,MALAYSIA AIRLINES,KR,6508,5305,5,5310
MH,MALAYSIA AIRLINES,KW,17,8,0,8
MH,MALAYSIA AIRLINES,KZ,82,38,0,38
MH,MALAYSIA AIRLINES,MX,79,43,0,43
MH,MALAYSIA AIRLINES,MY,164540,81255,18,81273
MH,MALAYSIA AIRLINES,NL,1072,952,1,953
MH,MALAYSIA AIRLINES,NZ,928,692,2,694
MH,MALAYSIA AIRLINES,OM,41,14,0,14
MH,MALAYSIA AIRLINES,PE,1,0,0,0
MH,MALAYSIA AIRLINES,PH,3898,2184,0,2184
MH,MALAYSIA AIRLINES,PK,258,89,0,89
MH,MALAYSIA AIRLINES,PL,169,57,0,57
MH,MALAYSIA AIRLINES,PT,33,13,0,13
MH,MALAYSIA AIRLINES,QA,95,74,0,74
MH,MALAYSIA AIRLINES,RU,4491,1901,2,1903
MH,MALAYSIA AIRLINES,SA,928,490,0,490
MH,MALAYSIA AIRLINES,SE,62,28,0,28
MH,MALAYSIA AIRLINES,SG,18452,15604,0,15604
MH,MALAYSIA AIRLINES,TH,7798,3145,2,3147
MH,MALAYSIA AIRLINES,TR,482,201,0,201
MH,MALAYSIA AIRLINES,TW,3810,2241,0,2241
MH,MALAYSIA AIRLINES,UA,22,8,0,8
MH,MALAYSIA AIRLINES,US,6825,5627,3,5630
MH,MALAYSIA AIRLINES,VN,3317,1639,6,1645
MU,CHINA EASTERN AIRLINES,,222,0,0,0
MU,CHINA EASTERN AIRLINES,AE,1240,707,0,707
MU,CHINA EASTERN AIRLINES,AR,55,41,0,41
MU,CHINA EASTERN AIRLINES,AT,109,54,0,54
MU,CHINA EASTERN AIRLINES,AU,13178,11029,1,11030
MU,CHINA EASTERN AIRLINES,AZ,19,6,0,6
MU,CHINA EASTERN AIRLINES,BE,146,84,0,84
MU,CHINA EASTERN AIRLINES,BH,5,3,0,3
MU,CHINA EASTERN AIRLINES,BR,583,279,0,279
MU,CHINA EASTERN AIRLINES,BY,265,174,0,174
MU,CHINA EASTERN AIRLINES,CA,1722,1030,0,1030
MU,CHINA EASTERN AIRLINES,CH,389,272,0,272
MU,CHINA EASTERN AIRLINES,CN,407,0,0,0
MU,CHINA EASTERN AIRLINES,CO,68,49,0,49
MU,CHINA EASTERN AIRLINES,CZ,9,7,0,7
MU,CHINA EASTERN AIRLINES,DE,6858,4766,0,4766
MU,CHINA EASTERN AIRLINES,DK,137,91,0,91
MU,CHINA EASTERN AIRLINES,ES,5110,3922,0,3922
MU,CHINA EASTERN AIRLINES,FI,20,13,0,13
MU,CHINA EASTERN AIRLINES,FR,7404,5323,0,5323
MU,CHINA EASTERN AIRLINES,GB,50442,31014,11,31025
MU,CHINA EASTERN AIRLINES,GR,32,22,0,22
MU,CHINA EASTERN AIRLINES,HK,55618,33417,6,33423
MU,CHINA EASTERN AIRLINES,ID,6578,4764,0,4764
MU,CHINA EASTERN AIRLINES,IE,156,100,0,100
MU,CHINA EASTERN AIRLINES,IL,55,26,0,26
MU,CHINA EASTERN AIRLINES,IN,2394,994,0,994
MU,CHINA EASTERN AIRLINES,IT,3620,2769,0,2769
MU,CHINA EASTERN AIRLINES,JP,35251,22697,0,22697
MU,CHINA EASTERN AIRLINES,KR,71781,47933,1,47934
MU,CHINA EASTERN AIRLINES,KW,15,5,0,5
MU,CHINA EASTERN AIRLINES,KZ,438,217,0,217
MU,CHINA EASTERN AIRLINES,MX,232,117,0,117
MU,CHINA EASTERN AIRLINES,MY,21333,13337,1,13338
MU,CHINA EASTERN AIRLINES,NL,3617,2237,1,2238
MU,CHINA EASTERN AIRLINES,NZ,768,565,0,565
MU,CHINA EASTERN AIRLINES,OM,129,60,0,60
MU,CHINA EASTERN AIRLINES,PE,5,4,0,4
MU,CHINA EASTERN AIRLINES,PH,1551,964,0,964
MU,CHINA EASTERN AIRLINES,PK,125,59,0,59
MU,CHINA EASTERN AIRLINES,PL,205,123,0,123
MU,CHINA EASTERN AIRLINES,PT,51,29,0,29
MU,CHINA EASTERN AIRLINES,QA,19,8,0,8
MU,CHINA EASTERN AIRLINES,RU,47460,32251,0,32251
MU,CHINA EASTERN AIRLINES,SA,911,554,0,554
MU,CHINA EASTERN AIRLINES,SE,142,84,0,84
MU,CHINA EASTERN AIRLINES,SG,26814,18427,1,18428
MU,CHINA EASTERN AIRLINES,TH,37546,24343,0,24343
MU,CHINA EASTERN AIRLINES,TR,805,465,0,465
MU,CHINA EASTERN AIRLINES,TW,23589,14697,0,14697
MU,CHINA EASTERN AIRLINES,UA,75,43,0,43
MU,CHINA EASTERN AIRLINES,US,11228,6348,10,6358
MU,CHINA EASTERN AIRLINES,VE,1,1,0,1
MU,CHINA EASTERN AIRLINES,VN,10652,6539,0,6539
NH,ALL NIPPON AIRWAYS,,77,0,0,0
NH,ALL NIPPON AIRWAYS,AE,41,21,0,21
NH,ALL NIPPON AIRWAYS,AR,7,5,0,5
NH,ALL NIPPON AIRWAYS,AT,42,21,0,21
NH,ALL NIPPON AIRWAYS,AU,1675,883,3,886
NH,ALL NIPPON AIRWAYS,AZ,6,5,0,5
NH,ALL NIPPON AIRWAYS,BE,36,16,0,16
NH,ALL NIPPON AIRWAYS,BR,153,52,5,57
NH,ALL NIPPON AIRWAYS,BY,4,1,0,1
NH,ALL NIPPON AIRWAYS,CA,648,253,19,272
NH,ALL NIPPON AIRWAYS,CH,79,38,0,38
NH,ALL NIPPON AIRWAYS,CN,206,122,1,123
NH,ALL NIPPON AIRWAYS,CO,15,4,0,4
NH,ALL NIPPON AIRWAYS,CZ,3,1,0,1
NH,ALL NIPPON AIRWAYS,DE,1164,733,7,740
NH,ALL NIPPON AIRWAYS,DK,12,7,0,7
NH,ALL NIPPON AIRWAYS,ES,303,222,0,222
NH,ALL NIPPON AIRWAYS,FI,7,1,0,1
NH,ALL NIPPON AIRWAYS,FR,804,556,3,559
NH,ALL NIPPON AIRWAYS,GB,6173,2889,57,2946
NH,ALL NIPPON AIRWAYS,GR,5,2,0,2
NH,ALL NIPPON AIRWAYS,HK,13493,6920,87,7007
NH,ALL NIPPON AIRWAYS,ID,4221,1262,18,1280
NH,ALL NIPPON AIRWAYS,IE,22,9,0,9
NH,ALL NIPPON AIRWAYS,IL,55,28,1,29
NH,ALL NIPPON AIRWAYS,IN,240,137,0,137
NH,ALL NIPPON AIRWAYS,IT,307,193,2,195
NH,ALL NIPPON AIRWAYS,JP,17962,13395,205,13600
NH,ALL NIPPON AIRWAYS,KR,3762,1754,586,2340
NH,ALL NIPPON AIRWAYS,KW,1,0,0,0
NH,ALL NIPPON AIRWAYS,KZ,11,8,0,8
NH,ALL NIPPON AIRWAYS,MX,120,47,1,48
NH,ALL NIPPON AIRWAYS,MY,3716,1915,8,1923
NH,ALL NIPPON AIRWAYS,NL,293,196,0,196
NH,ALL NIPPON AIRWAYS,NZ,59,27,0,27
NH,ALL NIPPON AIRWAYS,OM,2,1,0,1
NH,ALL NIPPON AIRWAYS,PE,1,0,0,0
NH,ALL NIPPON AIRWAYS,PH,680,363,14,377
NH,ALL NIPPON AIRWAYS,PK,6,0,0,0
NH,ALL NIPPON AIRWAYS,PL,62,30,1,31
NH,ALL NIPPON AIRWAYS,PT,7,4,0,4
NH,ALL NIPPON AIRWAYS,QA,1,1,0,1
NH,ALL NIPPON AIRWAYS,RU,1553,516,7,523
NH,ALL NIPPON AIRWAYS,SA,28,14,0,14
NH,ALL NIPPON AIRWAYS,SE,21,5,0,5
NH,ALL NIPPON AIRWAYS,SG,5051,2537,24,2561
NH,ALL NIPPON AIRWAYS,TH,5230,3100,57,3157
NH,ALL NIPPON AIRWAYS,TR,153,88,0,88
NH,ALL NIPPON AIRWAYS,TW,3436,1548,21,1569
NH,ALL NIPPON AIRWAYS,UA,4,0,1,1
NH,ALL NIPPON AIRWAYS,US,2869,1974,59,2033
NH,ALL NIPPON AIRWAYS,VN,3852,1776,10,1786
OS,AUSTRIAN AIRLINES,,4,0,0,0
OS,AUSTRIAN AIRLINES,AE,92,75,2,77
OS,AUSTRIAN AIRLINES,AR,1,1,0,1
OS,AUSTRIAN AIRLINES,AT,274,231,11,242
OS,AUSTRIAN AIRLINES,AU,143,129,0,129
OS,AUSTRIAN AIRLINES,AZ,1,0,0,0
OS,AUSTRIAN AIRLINES,BE,42,29,2,31
OS,AUSTRIAN AIRLINES,BR,41,37,0,37
OS,AUSTRIAN AIRLINES,BY,5,5,0,5
OS,AUSTRIAN AIRLINES,CA,51,42,3,45
OS,AUSTRIAN AIRLINES,CH,25,18,3,21
OS,AUSTRIAN AIRLINES,CN,24,18,1,19
OS,AUSTRIAN AIRLINES,CO,3,3,0,3
OS,AUSTRIAN AIRLINES,CZ,2,2,0,2
OS,AUSTRIAN AIRLINES,DE,961,799,72,871
OS,AUSTRIAN AIRLINES,DK,9,9,0,9
OS,AUSTRIAN AIRLINES,ES,154,133,3,136
OS,AUSTRIAN AIRLINES,FR,486,401,47,448
OS,AUSTRIAN AIRLINES,GB,2085,1828,87,1915
OS,AUSTRIAN AIRLINES,GR,17,16,0,16
OS,AUSTRIAN AIRLINES,HK,559,513,3,516
OS,AUSTRIAN AIRLINES,ID,89,83,2,85
OS,AUSTRIAN AIRLINES,IE,4,3,0,3
OS,AUSTRIAN AIRLINES,IL,36,35,0,35
OS,AUSTRIAN AIRLINES,IN,32,31,0,31
OS,AUSTRIAN AIRLINES,IT,321,265,14,279
OS,AUSTRIAN AIRLINES,JP,523,490,6,496
OS,AUSTRIAN AIRLINES,KR,368,356,3,359
OS,AUSTRIAN AIRLINES,KZ,14,12,1,13
OS,AUSTRIAN AIRLINES,MX,11,11,0,11
OS,AUSTRIAN AIRLINES,MY,85,79,3,82
OS,AUSTRIAN AIRLINES,NL,198,168,5,173
OS,AUSTRIAN AIRLINES,NZ,5,5,0,5
OS,AUSTRIAN AIRLINES,OM,1,1,0,1
OS,AUSTRIAN AIRLINES,PH,42,35,1,36
OS,AUSTRIAN AIRLINES,PK,5,5,0,5
OS,AUSTRIAN AIRLINES,PL,33,27,1,28
OS,AUSTRIAN AIRLINES,PT,3,3,0,3
OS,AUSTRIAN AIRLINES,QA,4,2,1,3
OS,AUSTRIAN AIRLINES,RU,478,438,10,448
OS,AUSTRIAN AIRLINES,SA,46,38,1,39
OS,AUSTRIAN AIRLINES,SE,16,15,1,16
OS,AUSTRIAN AIRLINES,SG,135,128,2,130
OS,AUSTRIAN AIRLINES,TH,381,351,7,358
OS,AUSTRIAN AIRLINES,TR,58,56,1,57
OS,AUSTRIAN AIRLINES,TW,247,223,3,226
OS,AUSTRIAN AIRLINES,UA,19,13,0,13
OS,AUSTRIAN AIRLINES,US,363,317,9,326
OS,AUSTRIAN AIRLINES,VN,57,51,2,53
OZ,ASIANA AIRLINES,,73,0,1,1
OZ,ASIANA AIRLINES,AE,81,35,22,57
OZ,ASIANA AIRLINES,AR,5,1,0,1
OZ,ASIANA AIRLINES,AT,24,14,3,17
OZ,ASIANA AIRLINES,AU,1436,731,372,1103
OZ,ASIANA AIRLINES,AZ,2,1,0,1
OZ,ASIANA AIRLINES,BE,55,37,6,43
OZ,ASIANA AIRLINES,BH,3,1,1,2
OZ,ASIANA AIRLINES,BR,153,66,32,98
OZ,ASIANA AIRLINES,BY,12,5,2,7
OZ,ASIANA AIRLINES,CA,673,323,123,446
OZ,ASIANA AIRLINES,CH,40,18,8,26
OZ,ASIANA AIRLINES,CN,204,91,34,125
OZ,ASIANA AIRLINES,CO,16,11,1,12
OZ,ASIANA AIRLINES,CZ,5,2,2,4
OZ,ASIANA AIRLINES,DE,1096,699,207,906
OZ,ASIANA AIRLINES,DK,12,6,3,9
OZ,ASIANA AIRLINES,ES,392,275,55,330
OZ,ASIANA AIRLINES,FI,6,2,0,2
OZ,ASIANA AIRLINES,FR,946,611,156,767
OZ,ASIANA AIRLINES,GB,10095,5406,2433,7839
OZ,ASIANA AIRLINES,GR,9,4,3,7
OZ,ASIANA AIRLINES,HK,9430,3609,1406,5015
OZ,ASIANA AIRLINES,ID,2389,1330,633,1963
OZ,ASIANA AIRLINES,IE,28,10,6,16
OZ,ASIANA AIRLINES,IL,32,19,5,24
OZ,ASIANA AIRLINES,IN,103,46,25,71
OZ,ASIANA AIRLINES,IT,323,200,50,250
OZ,ASIANA AIRLINES,JP,49841,18134,15413,33547
OZ,ASIANA AIRLINES,KR,121841,49300,61455,110755
OZ,ASIANA AIRLINES,KW,3,1,0,1
OZ,ASIANA AIRLINES,KZ,155,96,31,127
OZ,ASIANA AIRLINES,MX,197,103,32,135
OZ,ASIANA AIRLINES,MY,395,204,58,262
OZ,ASIANA AIRLINES,NL,246,194,28,222
OZ,ASIANA AIRLINES,NZ,41,21,3,24
OZ,ASIANA AIRLINES,OM,2,0,1,1
OZ,ASIANA AIRLINES,PE,2,0,0,0
OZ,ASIANA AIRLINES,PH,1438,774,337,1111
OZ,ASIANA AIRLINES,PK,12,6,2,8
OZ,ASIANA AIRLINES,PL,49,24,13,37
OZ,ASIANA AIRLINES,PT,20,6,2,8
OZ,ASIANA AIRLINES,QA,3,1,0,1
OZ,ASIANA AIRLINES,RU,3565,1623,829,2452
OZ,ASIANA AIRLINES,SA,82,35,23,58
OZ,ASIANA AIRLINES,SE,15,5,5,10
OZ,ASIANA AIRLINES,SG,2943,1914,311,2225
OZ,ASIANA AIRLINES,TH,4327,2105,861,2966
OZ,ASIANA AIRLINES,TR,767,493,114,607
OZ,ASIANA AIRLINES,TW,6122,1973,508,2481
OZ,ASIANA AIRLINES,UA,10,8,0,8
OZ,ASIANA AIRLINES,US,6196,4477,983,5460
OZ,ASIANA AIRLINES,VN,4311,2757,846,3603
PR,PHILIPPINE AIRLINES,,100,2,0,2
PR,PHILIPPINE AIRLINES,AE,2845,2005,3,2008
PR,PHILIPPINE AIRLINES,AR,15,11,0,11
PR,PHILIPPINE AIRLINES,AT,170,101,0,101
PR,PHILIPPINE AIRLINES,AU,11450,8896,0,8896
PR,PHILIPPINE AIRLINES,AZ,3,2,0,2
PR,PHILIPPINE AIRLINES,BE,244,134,0,134
PR,PHILIPPINE AIRLINES,BH,22,13,0,13
PR,PHILIPPINE AIRLINES,BR,186,117,0,117
PR,PHILIPPINE AIRLINES,BY,23,12,0,12
PR,PHILIPPINE AIRLINES,CA,3886,2767,1,2768
PR,PHILIPPINE AIRLINES,CH,380,224,0,224
PR,PHILIPPINE AIRLINES,CN,467,411,0,411
PR,PHILIPPINE AIRLINES,CO,12,8,0,8
PR,PHILIPPINE AIRLINES,CZ,11,2,0,2
PR,PHILIPPINE AIRLINES,DE,4337,3891,0,3891
PR,PHILIPPINE AIRLINES,DK,144,85,0,85
PR,PHILIPPINE AIRLINES,ES,1295,1172,0,1172
PR,PHILIPPINE AIRLINES,FI,19,10,0,10
PR,PHILIPPINE AIRLINES,FR,3412,3000,0,3000
PR,PHILIPPINE AIRLINES,GB,35667,28050,7,28057
PR,PHILIPPINE AIRLINES,GR,46,18,0,18
PR,PHILIPPINE AIRLINES,HK,19587,11491,18,11509
PR,PHILIPPINE AIRLINES,ID,6569,5411,0,5411
PR,PHILIPPINE AIRLINES,IE,237,146,0,146
PR,PHILIPPINE AIRLINES,IL,635,441,0,441
PR,PHILIPPINE AIRLINES,IN,755,447,0,447
PR,PHILIPPINE AIRLINES,IT,1025,933,0,933
PR,PHILIPPINE AIRLINES,JP,22370,17877,0,17877
PR,PHILIPPINE AIRLINES,KR,17309,14312,0,14312
PR,PHILIPPINE AIRLINES,KW,124,60,0,60
PR,PHILIPPINE AIRLINES,KZ,50,28,0,28
PR,PHILIPPINE AIRLINES,MX,79,66,0,66
PR,PHILIPPINE AIRLINES,MY,8487,6901,0,6901
PR,PHILIPPINE AIRLINES,NL,1881,1713,3,1716
PR,PHILIPPINE AIRLINES,NZ,299,161,0,161
PR,PHILIPPINE AIRLINES,OM,54,27,0,27
PR,PHILIPPINE AIRLINES,PE,1,1,0,1
PR,PHILIPPINE AIRLINES,PH,141941,74026,9,74035
PR,PHILIPPINE AIRLINES,PK,39,21,0,21
PR,PHILIPPINE AIRLINES,PL,284,176,0,176
PR,PHILIPPINE AIRLINES,PT,40,24,0,24
PR,PHILIPPINE AIRLINES,QA,266,211,0,211
PR,PHILIPPINE AIRLINES,RU,3665,2408,0,2408
PR,PHILIPPINE AIRLINES,SA,3451,2112,1,2113
PR,PHILIPPINE AIRLINES,SE,142,88,0,88
PR,PHILIPPINE AIRLINES,SG,22707,17681,0,17681
PR,PHILIPPINE AIRLINES,TH,6136,4900,0,4900
PR,PHILIPPINE AIRLINES,TR,511,313,0,313
PR,PHILIPPINE AIRLINES,TW,4625,3416,0,3416
PR,PHILIPPINE AIRLINES,UA,9,8,0,8
PR,PHILIPPINE AIRLINES,US,21447,18755,8,18763
PR,PHILIPPINE AIRLINES,VE,1,1,0,1
PR,PHILIPPINE AIRLINES,VN,3291,2690,0,2690
QF,QANTAS AIRWAYS,,47,0,0,0
QF,QANTAS AIRWAYS,AE,74,40,1,41
QF,QANTAS AIRWAYS,AR,6,3,0,3
QF,QANTAS AIRWAYS,AT,14,7,0,7
QF,QANTAS AIRWAYS,AU,16103,11970,64,12034
QF,QANTAS AIRWAYS,AZ,3,1,0,1
QF,QANTAS AIRWAYS,BE,33,15,0,15
QF,QANTAS AIRWAYS,BR,34,13,1,14
QF,QANTAS AIRWAYS,CA,130,60,1,61
QF,QANTAS AIRWAYS,CH,48,19,0,19
QF,QANTAS AIRWAYS,CN,142,77,0,77
QF,QANTAS AIRWAYS,CO,7,5,0,5
QF,QANTAS AIRWAYS,DE,810,652,4,656
QF,QANTAS AIRWAYS,DK,17,3,0,3
QF,QANTAS AIRWAYS,ES,322,275,0,275
QF,QANTAS AIRWAYS,FI,3,1,0,1
QF,QANTAS AIRWAYS,FR,721,589,5,594
QF,QANTAS AIRWAYS,GB,5159,3327,21,3348
QF,QANTAS AIRWAYS,GR,6,3,0,3
QF,QANTAS AIRWAYS,HK,8426,3852,3,3855
QF,QANTAS AIRWAYS,ID,1863,1345,1,1346
QF,QANTAS AIRWAYS,IE,56,17,0,17
QF,QANTAS AIRWAYS,IL,10,3,0,3
QF,QANTAS AIRWAYS,IN,156,68,0,68
QF,QANTAS AIRWAYS,IT,188,165,0,165
QF,QANTAS AIRWAYS,JP,3731,1804,0,1804
QF,QANTAS AIRWAYS,KR,1487,1256,19,1275
QF,QANTAS AIRWAYS,KZ,1,1,0,1
QF,QANTAS AIRWAYS,MX,23,13,0,13
QF,QANTAS AIRWAYS,MY,947,445,0,445
QF,QANTAS AIRWAYS,NL,241,202,2,204
QF,QANTAS AIRWAYS,NZ,892,342,2,344
QF,QANTAS AIRWAYS,OM,1,1,0,1
QF,QANTAS AIRWAYS,PE,2,1,0,1
QF,QANTAS AIRWAYS,PH,627,332,0,332
QF,QANTAS AIRWAYS,PK,5,0,0,0
QF,QANTAS AIRWAYS,PL,18,9,0,9
QF,QANTAS AIRWAYS,PT,6,2,0,2
QF,QANTAS AIRWAYS,QA,1,0,0,0
QF,QANTAS AIRWAYS,RU,255,102,1,103
QF,QANTAS AIRWAYS,SA,45,26,0,26
QF,QANTAS AIRWAYS,SE,19,12,0,12
QF,QANTAS AIRWAYS,SG,2570,2240,1,2241
QF,QANTAS AIRWAYS,TH,1263,693,2,695
QF,QANTAS AIRWAYS,TR,23,8,0,8
QF,QANTAS AIRWAYS,TW,1148,402,0,402
QF,QANTAS AIRWAYS,UA,3,1,0,1
QF,QANTAS AIRWAYS,US,1023,876,6,882
QF,QANTAS AIRWAYS,VN,173,45,0,45
QR,QATAR AIRWAYS,,98,0,0,0
QR,QATAR AIRWAYS,AE,5504,3018,4,3022
QR,QATAR AIRWAYS,AR,16,8,0,8
QR,QATAR AIRWAYS,AT,80,60,0,60
QR,QATAR AIRWAYS,AU,3312,2473,5,2478
QR,QATAR AIRWAYS,AZ,15,12,0,12
QR,QATAR AIRWAYS,BE,220,155,0,155
QR,QATAR AIRWAYS,BH,44,21,0,21
QR,QATAR AIRWAYS,BR,688,463,0,463
QR,QATAR AIRWAYS,BY,42,27,0,27
QR,QATAR AIRWAYS,CA,1318,896,33,929
QR,QATAR AIRWAYS,CH,165,121,0,121
QR,QATAR AIRWAYS,CN,334,239,5,244
QR,QATAR AIRWAYS,CO,34,31,0,31
QR,QATAR AIRWAYS,CZ,15,8,0,8
QR,QATAR AIRWAYS,DE,7149,6214,1,6215
QR,QATAR AIRWAYS,DK,64,43,0,43
QR,QATAR AIRWAYS,ES,4181,3665,1,3666
QR,QATAR AIRWAYS,FI,21,12,0,12
QR,QATAR AIRWAYS,FR,9186,7983,6,7989
QR,QATAR AIRWAYS,GB,57584,46293,101,46394
QR,QATAR AIRWAYS,GR,47,36,0,36
QR,QATAR AIRWAYS,HK,11238,9068,30,9098
QR,QATAR AIRWAYS,ID,10727,7907,11,7918
QR,QATAR AIRWAYS,IE,353,259,0,259
QR,QATAR AIRWAYS,IL,43,26,0,26
QR,QATAR AIRWAYS,IN,1388,947,0,947
QR,QATAR AIRWAYS,IT,2287,1968,3,1971
QR,QATAR AIRWAYS,JP,3745,2736,12,2748
QR,QATAR AIRWAYS,KR,3404,3069,8,3077
QR,QATAR AIRWAYS,KW,63,29,0,29
QR,QATAR AIRWAYS,KZ,94,69,1,70
QR,QATAR AIRWAYS,MX,30,17,1,18
QR,QATAR AIRWAYS,MY,5668,4216,5,4221
QR,QATAR AIRWAYS,NL,1812,1579,9,1588
QR,QATAR AIRWAYS,NZ,106,76,0,76
QR,QATAR AIRWAYS,OM,229,128,0,128
QR,QATAR AIRWAYS,PE,4,1,0,1
QR,QATAR AIRWAYS,PH,1632,1101,16,1117
QR,QATAR AIRWAYS,PK,787,451,1,452
QR,QATAR AIRWAYS,PL,201,150,0,150
QR,QATAR AIRWAYS,PT,117,67,0,67
QR,QATAR AIRWAYS,QA,1088,584,1,585
QR,QATAR AIRWAYS,RU,11545,8066,15,8081
QR,QATAR AIRWAYS,SA,11307,6494,14,6508
QR,QATAR AIRWAYS,SE,86,53,0,53
QR,QATAR AIRWAYS,SG,3168,2330,11,2341
QR,QATAR AIRWAYS,TH,6795,4828,45,4873
QR,QATAR AIRWAYS,TR,1994,1564,1,1565
QR,QATAR AIRWAYS,TW,449,281,0,281
QR,QATAR AIRWAYS,UA,40,27,0,27
QR,QATAR AIRWAYS,US,6765,5724,172,5896
QR,QATAR AIRWAYS,VE,1,1,0,1
QR,QATAR AIRWAYS,VN,2836,2235,13,2248
SQ,SINGAPORE AIRLINES,,163,0,0,0
SQ,SINGAPORE AIRLINES,AE,709,367,0,367
SQ,SINGAPORE AIRLINES,AR,14,8,0,8
SQ,SINGAPORE AIRLINES,AT,24,16,0,16
SQ,SINGAPORE AIRLINES,AU,8919,5625,3,5628
SQ,SINGAPORE AIRLINES,AZ,5,5,0,5
SQ,SINGAPORE AIRLINES,BE,70,39,0,39
